time_s,q1_rad,q1_dot_rads,q2_rad,q2_dot_rads,tau1_Nm,tau2_Nm,goal_dist,q1_err_rad
0.0,0.0,0.0,0.0,0.0,1.312397,0.469715,3.141593,3.141593
0.05,0.001852,0.073532,-0.001357,-0.053279,1.320158,0.515832,3.141054,3.139741
0.1,0.006834,0.124509,-0.004078,-0.053452,1.363476,0.51971,3.137688,3.134759
0.15,0.014333,0.17379,-0.0068,-0.052907,1.431481,0.529382,3.132539,3.12726
0.2,0.024268,0.221561,-0.009529,-0.053285,1.519485,0.544621,3.125657,3.117325
0.25,0.036549,0.267212,-0.012308,-0.054562,1.611098,0.559421,3.117023,3.105044
0.3,0.051033,0.309329,-0.01517,-0.056161,1.682397,0.565055,3.106546,3.09056
0.35,0.067479,0.345391,-0.018097,-0.056832,1.744667,0.564695,3.094031,3.074114
0.4,0.085554,0.374196,-0.021053,-0.05708,1.797335,0.559099,3.079464,3.056039
0.45,0.104862,0.394529,-0.024016,-0.056898,1.839444,0.548452,3.062874,3.036731
0.5,0.124952,0.405373,-0.02696,-0.056242,1.869967,0.532929,3.044394,3.01664
0.55,0.145329,0.405949,-0.029859,-0.055068,1.888034,0.512783,3.024288,2.996264
0.6,0.165463,0.39575,-0.032682,-0.053351,1.892946,0.488339,3.002979,2.97613
0.65,0.184808,0.374563,-0.035401,-0.051096,1.883684,0.459803,2.981063,2.956784
0.7,0.202815,0.342449,-0.037986,-0.048307,1.858956,0.427237,2.959301,2.938778
0.75,0.218942,0.299727,-0.040408,-0.044994,1.817207,0.390551,2.938602,2.922651
0.8,0.232671,0.246946,-0.04264,-0.041166,1.756711,0.349525,2.919987,2.908922
0.85,0.243516,0.184866,-0.044653,-0.036841,1.675739,0.303879,2.904544,2.898077
0.9,0.251034,0.114431,-0.046424,-0.032041,1.572898,0.253394,2.893373,2.890559
0.95,0.254834,0.036762,-0.047926,-0.026813,1.447619,0.198126,2.887515,2.886759
1.0,0.254586,-0.046835,-0.049141,-0.021233,1.30081,0.138653,2.887883,2.887007
1.05,0.25003,-0.134836,-0.050051,-0.015416,1.135519,0.076353,2.895178,2.891562
1.1,0.240991,-0.225448,-0.050649,-0.009532,-0.406559,-0.465979,2.909806,2.900602
1.15,0.225381,-0.396332,-0.049317,0.059948,-0.579933,-0.5782,2.944044,2.916211
1.2,0.201958,-0.536499,-0.046136,0.062411,-0.784259,-0.628543,2.989198,2.939635
1.25,0.171686,-0.669174,-0.042849,0.063052,-0.992235,-0.672041,3.045317,2.969907
1.3,0.135019,-0.791187,-0.039511,0.063372,-1.185354,-0.703428,3.109829,3.006573
1.35,0.092604,-0.89816,-0.036147,0.063014,-1.342272,-0.714726,3.179356,3.048989
1.4,0.045314,-0.985295,-0.032805,0.061645,-1.451896,-0.702081,3.250019,3.096279
1.45,-0.005741,-1.048107,-0.029536,0.059343,-1.533273,-0.674058,3.317926,3.147333
1.5,-0.059269,-1.083801,-0.026382,0.056619,-1.593092,-0.6352,3.379947,3.200861
1.55,-0.113864,-1.090626,-0.023364,0.053751,-1.635264,-0.588949,3.433788,3.255456
