time_s,q1_rad,q1_dot_rads,q2_rad,q2_dot_rads,tau1_Nm,tau2_Nm,goal_dist,q1_err_rad
0.0,0.0,0.0,0.0,0.0,2.295073,0.701627,3.141593,3.141593
0.05,0.004419,0.175134,-0.005325,-0.20963,3.0,1.130663,3.149048,3.137174
0.1,0.016453,0.302424,-0.01668,-0.237067,3.0,1.128093,3.14872,3.12514
0.15,0.034244,0.404451,-0.028262,-0.217655,3.0,1.076486,3.141237,3.107348
0.2,0.056894,0.496115,-0.038842,-0.196611,3.0,1.020174,3.13076,3.084699
0.25,0.083838,0.575686,-0.048406,-0.176827,3.0,0.962503,3.116871,3.057754
0.3,0.114409,0.640748,-0.057022,-0.158541,3.0,0.90397,3.098836,3.027184
0.35,0.147831,0.689468,-0.064773,-0.142297,3.0,0.845683,3.076104,2.993761
0.4,0.18325,0.720448,-0.071767,-0.128421,3.0,0.788639,3.048357,2.958343
0.45,0.219751,0.732828,-0.078123,-0.11714,3.0,0.733746,3.015629,2.921841
0.5,0.256395,0.726313,-0.083973,-0.108603,3.0,0.681789,2.978379,2.885197
0.55,0.29224,0.701172,-0.089453,-0.102865,3.0,0.639397,2.937522,2.849352
0.6,0.326313,0.655886,-0.094552,-0.094084,3.0,0.61059,2.893748,2.815279
0.65,0.357551,0.588418,-0.0989,-0.073782,3.0,0.569856,2.848219,2.784042
0.7,0.38507,0.507938,-0.102376,-0.060292,3.0,0.541101,2.805447,2.756523
0.75,0.40822,0.414456,-0.105183,-0.048023,3.0,0.51913,2.767032,2.733372
0.8,0.426407,0.310232,-0.107364,-0.036222,3.0,0.503112,2.735199,2.715185
0.85,0.439162,0.198025,-0.10894,-0.024773,3.0,0.492476,2.711978,2.702431
0.9,0.446162,0.080912,-0.109937,-0.013928,3.0,0.540529,2.698921,2.695431
0.95,0.446721,-0.058468,-0.109089,0.047498,3.0,0.447064,2.69813,2.694871
1.0,0.441299,-0.157489,-0.107601,0.010779,-3.0,-1.837673,2.707043,2.700294
1.05,0.423974,-0.533102,-0.105337,0.07751,-3.0,-1.889805,2.772499,2.717619
1.1,0.388877,-0.865896,-0.10149,0.071907,-3.0,-1.85928,2.888372,2.752716
1.15,0.337685,-1.174661,-0.097926,0.064487,-3.0,-1.813341,3.042281,2.803907
1.2,0.271787,-1.451877,-0.094629,0.059217,-3.0,-1.753045,3.218104,2.869806
1.25,0.192966,-1.689281,-0.091465,0.056762,-3.0,-1.675043,3.39995,2.948627
1.3,0.103381,-1.880197,-0.088234,0.059284,-3.0,-1.580807,3.574517,3.038211
1.35,0.00552,-2.018457,-0.084692,0.066515,-3.0,-1.492242,3.731048,3.136073
1.4,-0.097663,-2.091702,-0.081137,0.057721,-3.0,-1.394042,3.857189,3.239255
1.45,-0.202854,-2.098391,-0.07839,0.033318,-3.0,-1.270316,3.949155,3.344447
1.5,-0.306958,-2.048535,-0.076673,0.016596,-3.0,-1.153415,4.011876,3.44855
1.55,-0.407159,-1.943217,-0.075733,0.002884,-3.0,-1.044566,4.046662,3.548752
1.6,-0.500773,-1.786478,-0.075487,-0.00993,-3.0,-0.935457,4.057601,3.642366
1.65,-0.585472,-1.588393,-0.075664,-0.012351,-3.0,-0.842749,4.052145,3.727064
1.7,-0.659308,-1.353968,-0.075882,-0.009613,-3.0,-0.764837,4.035582,3.8009
1.75,-0.720627,-1.08986,-0.075937,-0.003625,-3.0,-0.703016,4.013766,3.86222
1.8,-0.768112,-0.802756,-0.075714,0.00397,-3.0,-0.657518,3.991986,3.909704
1.85,-0.80078,-0.499404,-0.075155,0.012429,-3.0,-0.62561,3.974608,3.942373
1.9,-0.818014,-0.187507,-0.074153,0.024306,-3.0,-0.601645,3.964812,3.959606
1.95,-0.819627,0.123366,-0.072337,0.047536,3.0,1.723781,3.964085,3.961219
2.0,-0.799032,0.697492,-0.071137,0.004334,3.0,1.751849,4.002511,3.940625
2.05,-0.750668,1.229888,-0.070512,0.030281,3.0,1.683906,4.082672,3.892261
2.1,-0.676293,1.733929,-0.068577,0.061367,3.0,1.584977,4.194191,3.817886
2.15,-0.57762,2.197983,-0.06517,0.092989,3.0,1.418152,4.321639,3.719212
2.2,-0.456552,2.625801,-0.061401,0.079367,3.0,1.314936,4.455507,3.598145
2.25,-0.316124,2.968924,-0.057417,0.10411,3.0,1.154526,4.558996,3.457717
2.3,-0.160469,3.232551,-0.05245,0.119132,3.0,1.019449,4.622763,3.302062
2.35,0.005889,3.396045,-0.046349,0.148207,3.0,0.894705,4.624918,3.135704
2.4,0.177774,3.454327,-0.038451,0.187776,3.0,0.767932,4.555583,2.963818
2.45,0.35013,3.41686,-0.028844,0.212669,3.0,0.662547,4.417381,2.791462
2.5,0.518299,3.289456,-0.018306,0.221819,3.0,0.576106,4.21328,2.623293
2.55,0.678015,3.081628,-0.007595,0.217399,3.0,0.503808,3.951325,2.463578
2.6,0.825562,2.805707,0.002671,0.202739,3.0,0.438383,3.643776,2.316031
2.65,0.957913,2.476582,0.011973,0.177994,3.0,0.383342,3.306621,2.18368
2.7,1.072719,2.106496,0.019942,0.148636,3.0,0.338152,2.956358,2.068874
2.75,1.168211,1.706337,0.026462,0.119045,3.0,0.304859,2.611646,1.973382
2.8,1.2431,1.284396,0.031649,0.093987,3.0,0.298203,2.294294,1.898492
2.85,1.29632,0.841273,0.036179,0.091148,3.0,0.281975,2.030367,1.845273
2.9,1.327153,0.390393,0.040669,0.090649,3.0,0.262729,1.85862,1.81444
2.95,1.33545,-0.058867,0.044895,0.078772,3.0,0.246362,1.809375,1.806142
3.0,1.321456,-0.499964,0.048078,0.046925,-2.978973,-2.066733,1.888749,1.820136
3.05,1.278882,-1.19975,0.05121,0.072705,-3.0,-2.083537,2.217431,1.862711
3.1,1.202036,-1.867336,0.054303,0.039863,-3.0,-2.010638,2.693206,1.939556
3.15,1.092306,-2.510869,0.055593,-0.005188,-3.0,-1.894186,3.241475,2.049287
3.2,0.951151,-3.11927,0.054662,-0.054544,-3.0,-1.743632,3.812328,2.190442
3.25,0.780781,-3.674117,0.051329,-0.105638,-3.0,-1.568308,4.368794,2.360812
3.3,0.584442,-4.152971,0.045536,-0.155065,-3.0,-1.37953,4.879786,2.557151
3.35,0.36653,-4.532994,0.037474,-0.196109,-3.0,-1.196955,5.318728,2.775063
3.4,0.132587,-4.791797,0.02755,-0.227225,-3.0,-1.05036,5.662846,3.009006
3.45,-0.110714,-4.907274,0.015806,-0.264732,-3.0,-0.931927,5.893146,3.252307
3.5,-0.356062,-4.876244,0.001947,-0.306365,-3.0,-0.821632,6.008761,3.497655
3.55,-0.59655,-4.717064,-0.013609,-0.328403,-3.0,-0.730823,6.027639,3.738143
3.6,-0.82625,-4.449332,-0.029835,-0.331595,-3.0,-0.646386,5.97086,3.967842
3.65,-1.040376,-4.098712,-0.045803,-0.318423,-3.0,-0.559904,5.864452,4.181969
