time_s,q1_rad,q1_dot_rads,q2_rad,q2_dot_rads,tau1_Nm,tau2_Nm,goal_dist,q1_err_rad
0.0,0.0,0.0,0.0,0.0,2.454556,0.068981,3.141593,3.141593
0.05,0.011441,0.451921,-0.022491,-0.886295,3.0,-3.0,3.284525,3.130151
0.1,0.076616,2.098023,-0.16609,-4.721498,3.0,-3.0,6.009651,3.064977
0.15,0.209705,3.07226,-0.467052,-6.950312,3.0,-3.0,8.158414,2.931887
0.2,0.368666,3.185125,-0.824814,-7.117776,3.0,-3.0,8.317283,2.772927
0.25,0.522773,2.957573,-1.165638,-6.460985,3.0,-3.0,7.662146,2.61882
0.3,0.663933,2.691544,-1.469426,-5.693786,3.0,-3.0,6.925432,2.477659
0.35,0.79247,2.455781,-1.736032,-4.982615,3.0,-3.0,6.276105,2.349123
0.4,0.910025,2.250317,-1.968884,-4.342484,3.0,-3.0,5.725163,2.231567
0.45,1.017729,2.058396,-2.171268,-3.761723,3.0,-3.0,5.254784,2.123864
0.5,1.115746,1.859433,-2.345859,-3.22927,3.0,-3.0,4.846935,2.025847
0.55,1.203241,1.634947,-2.494882,-2.738067,3.0,-3.0,4.489065,1.938352
0.6,1.27862,1.373701,-2.620262,-2.2826,3.0,-3.0,4.175375,1.862973
0.65,1.339971,1.074471,-2.723628,-1.856215,-3.0,-3.0,3.906918,1.801622
0.7,1.35895,-0.333186,-2.804433,-1.383708,-3.0,-3.0,3.615013,1.782643
0.75,1.305601,-1.804118,-2.862085,-0.918067,-3.0,-3.0,3.957283,1.835991
0.8,1.178901,-3.252891,-2.895455,-0.406905,-3.0,-3.0,4.794027,1.962692
0.85,0.982214,-4.586262,-2.901708,0.167697,-3.0,-3.0,5.84335,2.159378
0.9,0.724197,-5.682855,-2.8776,0.807612,-3.0,-3.0,6.860865,2.417396
0.95,0.420449,-6.389107,-2.819878,1.511329,-3.0,-3.0,7.645988,2.721144
1.0,0.094194,-6.566966,-2.725763,2.254961,-3.0,-3.0,8.057687,3.047399
1.05,-0.226937,-6.195686,-2.595183,2.947724,-3.0,-3.0,8.072024,3.36853
1.1,-0.518734,-5.430383,-2.434461,3.433257,-3.0,3.0,7.784659,3.660327
1.15,-0.772255,-4.705854,-2.2255,4.885387,-3.0,3.0,8.141445,3.913848
1.2,-0.991599,-4.112213,-1.948617,6.182693,-3.0,3.0,8.718737,4.133191
1.25,-1.189506,-3.880427,-1.60487,7.632882,-3.0,2.718694,9.728958,4.331099
1.3,-1.388406,-4.202821,-1.174928,9.784127,-2.551964,-3.0,11.631603,4.529999
1.35,-1.595133,-4.054767,-0.672455,10.270232,3.0,-0.47937,12.033601,4.736725
1.4,-1.782609,-3.287086,-0.16076,9.828368,3.0,-3.0,11.474989,4.924202
1.45,-1.880637,-0.560095,0.207433,4.750833,3.0,-3.0,6.939016,5.02223
1.5,-1.841759,2.086028,0.322906,-0.071153,3.0,3.0,5.412452,4.983352
1.55,-1.724305,2.639841,0.331112,0.335956,3.0,3.0,5.555918,4.865898
1.6,-1.574598,3.382151,0.348912,0.290662,3.0,3.0,5.821308,4.716191
1.65,-1.382653,4.325765,0.350786,-0.308162,3.0,3.0,6.276867,4.524245
1.7,-1.139689,5.401203,0.309506,-1.401109,3.0,3.0,7.039976,4.281282
1.75,-0.843638,6.399253,0.209015,-2.5607,3.0,2.599462,7.964507,3.985231
1.8,-0.503833,7.075646,0.058988,-3.190777,3.0,-0.516174,8.575455,3.645425
1.85,-0.121738,7.997116,-0.149846,-4.667368,3.0,-1.46698,9.818857,3.26333
1.9,0.280294,7.873795,-0.371038,-3.70037,-3.0,1.602454,9.165919,2.861299
1.95,0.599096,4.810456,-0.38113,3.262366,3.0,0.112776,6.355554,2.542496
2.0,0.800209,3.367846,-0.142055,5.929852,-3.0,-3.0,7.211642,2.341384
2.05,0.959431,3.202146,0.140588,4.905706,3.0,3.0,6.253101,2.182162
2.1,1.107583,2.84631,0.398952,5.152719,3.0,3.0,6.240862,2.03401
2.15,1.252044,2.959145,0.638454,4.368847,3.0,-0.210601,5.641044,1.889549
2.2,1.420475,3.687359,0.788865,1.805998,3.0,3.0,4.521371,1.721118
2.25,1.596782,3.340517,0.877741,1.824976,-1.261506,-3.0,4.200769,1.54481
2.3,1.767197,3.410196,0.923568,0.139446,3.0,-2.60677,3.793524,1.374395
2.35,1.94442,3.653643,0.88502,-1.629943,-3.0,-2.23249,4.268759,1.197173
2.4,2.110368,2.97145,0.802062,-1.613754,3.0,-2.91621,3.624975,1.031225
2.45,2.265484,3.258873,0.682281,-3.223506,-1.686977,0.70311,4.716388,0.876109
2.5,2.39727,1.997913,0.57006,-1.18405,3.0,-0.644596,2.504519,0.744322
2.55,2.493053,1.845022,0.508835,-1.27598,0.258259,-0.536369,2.389927,0.648539
2.6,2.570821,1.272,0.464819,-0.481271,3.0,-1.397794,1.546429,0.570771
2.65,2.639342,1.483404,0.421115,-1.292739,0.829528,-0.289561,2.073947,0.502251
2.7,2.702141,1.037794,0.374097,-0.597504,1.72406,-0.732424,1.32932,0.439451
2.75,2.751743,0.956244,0.343099,-0.657831,1.169161,-0.621887,1.271552,0.38985
2.8,2.795273,0.794004,0.314071,-0.51736,1.120555,-0.662642,1.056731,0.346319
2.85,2.832127,0.688385,0.289552,-0.476871,0.997668,-0.61469,0.938557,0.309466
2.9,2.863887,0.589557,0.267293,-0.426225,0.939031,-0.57375,0.823293,0.277705
2.95,2.891137,0.50723,0.247203,-0.389356,0.898143,-0.521748,0.729875,0.250456
3.0,2.914573,0.436382,0.228818,-0.357176,0.874727,-0.468419,0.649538,0.22702
3.05,2.93474,0.375915,0.211906,-0.329689,0.862205,-0.414662,0.581119,0.206852
3.1,2.952117,0.324224,0.196264,-0.305628,0.857156,-0.362066,0.522446,0.189475
3.15,2.967109,0.280029,0.18174,-0.284311,0.857092,-0.31137,0.471935,0.174484
3.2,2.980061,0.242204,0.16821,-0.265196,0.86036,-0.263003,0.428227,0.161532
