time_s,q1_rad,q1_dot_rads,q2_rad,q2_dot_rads,tau1_Nm,tau2_Nm,goal_dist,q1_err_rad
0.0,0.0,0.0,0.0,0.0,2.508296,0.834989,3.141593,3.141593
0.05,0.004157,0.164915,-0.004139,-0.162826,2.375589,0.924305,3.145986,3.137435
0.1,0.014689,0.253338,-0.012241,-0.155605,2.313702,0.866964,3.14103,3.126903
0.15,0.029416,0.332078,-0.019913,-0.145107,2.267646,0.809397,3.133269,3.112177
0.2,0.047845,0.400935,-0.027085,-0.135282,2.236842,0.755738,3.122668,3.093747
0.25,0.069445,0.458456,-0.033793,-0.126256,2.220901,0.70639,3.108915,3.072147
0.3,0.093618,0.50351,-0.040078,-0.118138,2.220326,0.662386,3.091801,3.047975
0.35,0.119718,0.53529,-0.045979,-0.110831,2.234935,0.624113,3.071264,3.021875
0.4,0.147069,0.553482,-0.051538,-0.104466,2.263895,0.59203,3.047471,2.994523
0.45,0.174992,0.558111,-0.056799,-0.099056,2.305992,0.56632,3.020803,2.966601
0.5,0.202813,0.549565,-0.061807,-0.094592,2.359665,0.54695,2.991858,2.938779
0.55,0.229891,0.528559,-0.066607,-0.091039,2.423077,0.533679,2.961436,2.911702
0.6,0.255625,0.496102,-0.07124,-0.088344,2.494191,0.526079,2.930496,2.885968
0.65,0.279472,0.45345,-0.075748,-0.08644,2.570859,0.523559,2.900097,2.862121
0.7,0.300957,0.402057,-0.080166,-0.085241,2.650907,0.525411,2.871333,2.840635
0.75,0.319683,0.343527,-0.084528,-0.084658,2.732203,0.530844,2.845258,2.821909
0.8,0.335334,0.279562,-0.088861,-0.084589,2.812724,0.539031,2.822816,2.806258
0.85,0.347683,0.21192,-0.093189,-0.084932,2.890611,0.549149,2.804771,2.79391
0.9,0.356589,0.14237,-0.09753,-0.085582,2.964189,0.560405,2.791658,2.785004
0.95,0.362001,0.072656,-0.101898,-0.086436,3.0,0.559534,2.78375,2.779592
1.0,0.363918,0.003087,-0.106295,-0.087151,3.0,0.546895,2.781075,2.777675
1.05,0.362361,-0.065829,-0.110713,-0.087719,3.0,0.536464,2.783597,2.779232
1.1,0.357413,-0.132066,-0.115153,-0.088389,3.0,0.528467,2.791087,2.784179
1.15,0.349256,-0.193797,-0.119617,-0.089072,3.0,0.522779,2.803024,2.792337
1.2,0.338156,-0.24931,-0.124104,-0.08967,3.0,0.519207,2.818662,2.803437
1.25,0.324466,-0.29703,-0.128611,-0.090139,3.0,0.517699,2.837093,2.817126
1.3,0.30861,-0.335624,-0.133126,-0.090334,3.0,0.518094,2.857327,2.832982
1.35,0.291073,-0.364009,-0.137634,-0.090094,3.0,0.519958,2.878372,2.85052
1.4,0.272389,-0.381297,-0.142115,-0.089481,3.0,0.523134,2.899297,2.869204
1.45,0.253128,-0.386958,-0.14655,-0.088444,3.0,0.527304,2.919292,2.888465
1.5,0.233877,-0.380806,-0.150918,-0.086915,3.0,0.53202,2.937712,2.907715
1.55,0.215227,-0.362989,-0.155195,-0.084872,3.0,0.536803,2.954093,2.926366
1.6,0.19775,-0.333996,-0.159359,-0.082309,3.0,0.541124,2.968153,2.943843
1.65,0.181987,-0.294654,-0.163384,-0.079235,3.0,0.544428,2.979775,2.959606
1.7,0.168428,-0.246102,-0.167248,-0.075675,3.0,0.546159,2.988975,2.973164
1.75,0.157502,-0.189757,-0.170931,-0.071672,2.936641,0.521016,2.995857,2.984091
1.8,0.149488,-0.130004,-0.1744,-0.066793,2.872067,0.492413,3.000744,2.992104
1.85,0.144519,-0.06842,-0.17763,-0.06171,2.81058,0.462469,3.003746,2.997073
1.9,0.142645,-0.006685,-0.180613,-0.056553,2.753786,0.431807,3.004921,2.998947
1.95,0.143833,0.053562,-0.183349,-0.051419,2.703114,0.401069,3.00428,2.99776
2.0,0.147967,0.11078,-0.18584,-0.0464,2.659801,0.370933,3.001792,2.993625
2.05,0.154863,0.163568,-0.188094,-0.041585,2.624824,0.342082,2.997402,2.98673
2.1,0.164265,0.210693,-0.190121,-0.037055,2.5989,0.315172,2.991052,2.977328
2.15,0.175863,0.251122,-0.191936,-0.032885,2.582461,0.290804,2.982706,2.965729
2.2,0.189302,0.284038,-0.193556,-0.029134,2.575661,0.269495,2.972375,2.952291
2.25,0.204188,0.308856,-0.195003,-0.025851,2.578375,0.251648,2.960141,2.937405
2.3,0.220107,0.325228,-0.196298,-0.02307,2.590216,0.23754,2.94617,2.921486
2.35,0.236631,0.33304,-0.197466,-0.020809,2.610557,0.227302,2.930725,2.904962
2.4,0.253334,0.332411,-0.198532,-0.019074,2.638559,0.220928,2.914158,2.888259
2.45,0.269801,0.323672,-0.19952,-0.017853,2.673207,0.218272,2.896909,2.871792
2.5,0.285637,0.307351,-0.200454,-0.017125,2.713354,0.219067,2.879483,2.855955
2.55,0.300482,0.284146,-0.201359,-0.016856,2.757756,0.222945,2.862426,2.841111
2.6,0.314009,0.254904,-0.202255,-0.017004,2.805122,0.229466,2.846296,2.827583
2.65,0.325942,0.220586,-0.203163,-0.017519,2.854147,0.238135,2.83163,2.815651
2.7,0.336051,0.182241,-0.204098,-0.018345,2.903555,0.248435,2.818912,2.805542
2.75,0.344163,0.140973,-0.205075,-0.019425,2.952122,0.259851,2.808544,2.79743
2.8,0.35016,0.097916,-0.206106,-0.020696,2.998716,0.271885,2.80082,2.791433
2.85,0.35398,0.054204,-0.207198,-0.022099,3.0,0.267561,2.795915,2.787613
2.9,0.355572,0.009113,-0.208349,-0.02324,3.0,0.263671,2.793911,2.78602
2.95,0.354903,-0.035974,-0.209554,-0.024491,3.0,0.261139,2.794896,2.786689
3.0,0.352004,-0.079784,-0.210819,-0.025818,3.0,0.259957,2.7988,2.789588
3.05,0.34697,-0.121085,-0.212145,-0.027162,3.0,0.260088,2.805409,2.794622
3.1,0.339957,-0.158714,-0.213533,-0.028462,3.0,0.261485,2.814385,2.801636
3.15,0.331174,-0.191603,-0.214979,-0.02966,3.0,0.264081,2.82529,2.810419
3.2,0.320883,-0.218812,-0.216476,-0.030701,3.0,0.267787,2.83762,2.82071
3.25,0.309389,-0.239557,-0.218017,-0.031536,3.0,0.272474,2.85084,2.832204
3.3,0.297031,-0.253231,-0.219589,-0.032119,3.0,0.277975,2.864421,2.844562
3.35,0.284174,-0.259426,-0.221181,-0.032412,3.0,0.284076,2.877866,2.857419
3.4,0.271198,-0.257948,-0.222778,-0.032387,3.0,0.290518,2.890741,2.870395
3.45,0.258487,-0.248825,-0.224365,-0.032023,3.0,0.297001,2.902684,2.883106
3.5,0.246419,-0.232306,-0.225925,-0.031308,3.0,0.303194,2.913421,2.895174
3.55,0.235353,-0.20886,-0.227442,-0.030243,3.0,0.308751,2.922755,2.90624
3.6,0.22562,-0.17916,-0.228901,-0.028838,3.0,0.313328,2.930566,2.915972
3.65,0.217513,-0.144067,-0.230285,-0.027113,2.998684,0.316092,2.936795,2.924079
3.7,0.211275,-0.10466,-0.231582,-0.02509,2.954475,0.300538,2.941424,2.930317
3.75,0.207048,-0.063947,-0.232769,-0.022482,2.912264,0.283662,2.944542,2.934545
3.8,0.204873,-0.022869,-0.233829,-0.019774,2.872973,0.266245,2.946169,2.93672
3.85,0.204741,0.017489,-0.234759,-0.017038,2.837565,0.248715,2.94632,2.936851
3.9,0.206591,0.056098,-0.23556,-0.014336,2.806862,0.231506,2.945008,2.935001
3.95,0.210311,0.092013,-0.236233,-0.011725,2.781538,0.21505,2.942248,2.931282
4.0,0.215744,0.124394,-0.236784,-0.009262,2.762088,0.199758,2.938063,2.925848
4.05,0.222696,0.152527,-0.23722,-0.006996,2.748836,0.186009,2.932498,2.918897
4.1,0.230938,0.175837,-0.237552,-0.004969,2.74192,0.174125,2.925625,2.910654
4.15,0.240218,0.193898,-0.237792,-0.003215,2.741292,0.164359,2.917555,2.901375
4.2,0.250265,0.206435,-0.237952,-0.001761,2.746754,0.156891,2.908439,2.891328
4.25,0.260798,0.213331,-0.238047,-0.000621,2.757929,0.151813,2.898474,2.880794
4.3,0.271537,0.214618,-0.238093,0.000196,2.774315,0.149135,2.8879,2.870056
4.35,0.282203,0.210473,-0.238104,0.000692,2.795288,0.148786,2.876995,2.859389
4.4,0.292532,0.201205,-0.238096,0.000878,2.82013,0.15062,2.866063,2.84906
4.45,0.302278,0.187242,-0.238083,0.000771,2.848052,0.154431,2.855425,2.839314
4.5,0.311219,0.169113,-0.238079,0.000395,2.878225,0.15996,2.845399,2.830374
4.55,0.31916,0.147434,-0.238097,-0.00022,2.909792,0.166912,2.836292,2.822432
4.6,0.325942,0.122884,-0.238148,-0.001041,2.941911,0.174977,2.828375,2.815651
4.65,0.331438,0.096187,-0.238241,-0.002031,2.973757,0.18383,2.821876,2.810154
4.7,0.33556,0.068095,-0.238383,-0.003151,3.0,0.191381,2.816965,2.806033
4.75,0.338251,0.039168,-0.238579,-0.004324,3.0,0.189525,2.813751,2.803341
4.8,0.339464,0.00911,-0.238827,-0.005362,3.0,0.188315,2.812308,2.802129
4.85,0.339163,-0.021123,-0.239126,-0.006484,3.0,0.188017,2.8127,2.802429
4.9,0.337364,-0.05067,-0.239479,-0.007659,3.0,0.188619,2.814903,2.804229
4.95,0.33412,-0.078693,-0.239887,-0.008846,3.0,0.190091,2.818815,2.807473
5.0,0.329528,-0.104395,-0.240351,-0.010006,3.0,0.192393,2.824265,2.812064
5.05,0.323724,-0.127042,-0.240869,-0.0111,3.0,0.195466,2.831018,2.817868
5.1,0.316877,-0.145984,-0.241436,-0.01209,3.0,0.199237,2.838797,2.824716
5.15,0.309185,-0.160676,-0.242047,-0.012941,3.0,0.203608,2.847297,2.832407
5.2,0.300874,-0.170691,-0.242694,-0.013624,3.0,0.208457,2.856205,2.840719
5.25,0.292184,-0.175733,-0.243369,-0.014112,3.0,0.213637,2.865211,2.849408
5.3,0.28337,-0.175651,-0.244062,-0.014383,3.0,0.218977,2.874032,2.858222
5.35,0.274689,-0.170439,-0.244762,-0.014424,3.0,0.224286,2.882413,2.866904
5.4,0.266394,-0.16024,-0.24546,-0.014227,3.0,0.229359,2.890138,2.875199
5.45,0.258728,-0.145346,-0.246142,-0.013788,3.0,0.233986,2.897035,2.882865
5.5,0.251916,-0.126181,-0.246799,-0.013116,3.0,0.237959,2.90297,2.889676
5.55,0.24616,-0.103301,-0.24742,-0.012221,3.0,0.241089,2.907846,2.895433
