time_s,q1_rad,q1_dot_rads,q2_rad,q2_dot_rads,tau1_Nm,tau2_Nm,goal_dist,q1_err_rad
0.0,0.0,0.0,0.0,0.0,2.46554,0.727693,3.141593,3.141593
0.05,0.005004,0.198262,-0.006363,-0.250519,3.0,-0.559181,3.152824,3.136589
0.1,0.034764,0.976846,-0.06122,-1.908251,3.0,-3.0,3.775153,3.106828
0.15,0.123049,2.46869,-0.248621,-5.382723,3.0,-3.0,6.651433,3.018544
0.2,0.26778,3.171805,-0.566317,-6.968558,3.0,-3.0,8.197601,2.873812
0.25,0.427841,3.1579,-0.91573,-6.8323,3.0,-3.0,8.053301,2.713751
0.3,0.580036,2.9174,-1.240866,-6.140739,3.0,-3.0,7.370293,2.561557
0.35,0.719435,2.661814,-1.529206,-5.398704,3.0,-3.0,6.666076,2.422158
0.4,0.84668,2.432436,-1.781757,-4.714682,3.0,-3.0,6.048657,2.294912
0.45,0.963021,2.223211,-2.001771,-4.09601,3.0,-3.0,5.520256,2.178572
0.5,1.069045,2.016568,-2.192286,-3.533083,3.0,-3.0,5.064661,2.072548
0.55,1.164403,1.793691,-2.355864,-3.017319,3.0,-3.0,4.667003,1.977189
0.6,1.247895,1.540097,-2.4947,-2.542477,3.0,-3.0,4.318068,1.893698
0.65,1.31779,1.249595,-2.61069,-2.102281,3.0,-3.0,4.015349,1.823802
0.7,1.372284,0.925142,-2.705374,-1.688773,-3.0,-3.0,3.762625,1.769309
0.75,1.383665,-0.4854,-2.777827,-1.214983,-3.0,-3.0,3.53814,1.757928
0.8,1.322904,-1.946225,-2.826714,-0.733097,-3.0,-3.0,3.952615,1.818688
0.85,1.189657,-3.369338,-2.849963,-0.182017,-3.0,-3.0,4.828862,1.951935
0.9,0.988332,-4.649099,-2.843211,0.470933,-3.0,-3.0,5.878459,2.153261
0.95,0.729484,-5.643413,-2.800854,1.244771,-3.0,-3.0,6.860074,2.412109
1.0,0.431597,-6.184082,-2.716615,2.144139,-3.0,-3.0,7.587113,2.709996
1.05,0.120631,-6.160908,-2.585121,3.11891,-3.0,-3.0,7.968277,3.020961
1.1,-0.17616,-5.647252,-2.405813,4.027161,-3.0,3.0,8.056358,3.317752
1.15,-0.445567,-5.126568,-2.153763,6.040287,-3.0,3.0,8.959529,3.587159
1.2,-0.692672,-4.834303,-1.800839,8.129736,-3.0,3.0,10.363768,3.834265
1.25,-0.940388,-5.243069,-1.32773,11.060181,-3.0,-0.32895,12.970845,4.081981
1.3,-1.226562,-6.43948,-0.686983,15.064687,3.0,-3.0,16.969515,4.368155
1.35,-1.537242,-5.406505,0.073333,13.977405,3.0,2.999999,15.700159,4.678834
1.4,-1.766364,-3.513153,0.723179,11.543562,3.0,-3.0,13.046344,4.907956
1.45,-1.860503,-0.446831,1.165575,6.6841,3.0,3.0,8.441349,5.002095
1.5,-1.836796,1.453761,1.468693,5.397948,3.0,-3.0,7.628413,4.978389
1.55,-1.697639,4.060454,1.654125,1.980321,3.0,-3.0,6.823727,4.839232
1.6,-1.438019,6.236894,1.656559,-2.029258,-3.0,0.398974,8.169074,4.579611
1.65,-1.104303,7.07275,1.475957,-5.295587,3.0,3.0,9.91328,4.245896
1.7,-0.722772,8.251094,1.115784,-9.358098,3.0,0.120937,13.108502,3.864364
1.75,-0.247681,11.088823,0.459071,-17.611497,3.0,2.446978,21.090868,3.389274
1.8,0.321318,10.697665,-0.457351,-16.362158,3.0,-3.0,19.756603,2.820275
1.85,0.814968,9.158325,-1.132122,-10.688398,-2.599305,3.0,14.311242,2.326625
1.9,1.219393,7.138719,-1.489699,-4.114307,3.0,-3.0,8.590861,1.922199
