time_s,q1_rad,q1_dot_rads,q2_rad,q2_dot_rads,tau1_Nm,tau2_Nm,goal_dist,q1_err_rad
0.0,0.0,0.0,0.0,0.0,2.516245,0.837958,3.141593,3.141593
0.05,0.004167,0.165313,-0.004145,-0.163028,2.384087,0.927534,3.146007,3.137425
0.1,0.014729,0.25411,-0.01226,-0.155922,2.324215,0.870799,3.141069,3.126864
0.15,0.029506,0.333328,-0.019953,-0.145646,2.277402,0.813112,3.133337,3.112087
0.2,0.048006,0.402475,-0.02715,-0.135725,2.246667,0.759247,3.122727,3.093587
0.25,0.06969,0.460279,-0.033881,-0.126685,2.23199,0.710362,3.108961,3.071903
0.3,0.093961,0.505574,-0.040185,-0.118439,2.233262,0.666793,3.091813,3.047632
0.35,0.120172,0.537669,-0.046102,-0.11115,2.249718,0.629087,3.071246,3.021421
0.4,0.147651,0.556185,-0.051678,-0.104805,2.280538,0.597567,3.047406,2.993942
0.45,0.175717,0.561137,-0.056957,-0.099413,2.324482,0.5724,3.020665,2.965875
0.5,0.203699,0.552904,-0.061984,-0.094964,2.37997,0.553549,2.991619,2.937894
0.55,0.230952,0.532192,-0.066804,-0.091426,2.445146,0.540771,2.961061,2.910641
0.6,0.256875,0.500002,-0.071458,-0.088745,2.517959,0.533632,2.929946,2.884718
0.65,0.280923,0.45758,-0.075987,-0.086852,2.596249,0.531541,2.899332,2.860669
0.7,0.302621,0.406372,-0.080427,-0.085663,2.677827,0.533785,2.870315,2.838972
0.75,0.321566,0.347974,-0.084811,-0.085088,2.760548,0.53957,2.843953,2.820026
0.8,0.337443,0.28408,-0.089167,-0.085024,2.842382,0.548066,2.821195,2.80415
0.85,0.350018,0.216443,-0.093517,-0.08537,2.921456,0.558446,2.802815,2.791575
0.9,0.359149,0.146826,-0.097881,-0.086019,2.996088,0.569914,2.78936,2.782444
0.95,0.364781,0.076968,-0.102272,-0.08687,3.0,0.556346,2.781117,2.776812
1.0,0.366874,0.005768,-0.106684,-0.087335,3.0,0.543271,2.778148,2.774719
1.05,0.365412,-0.064731,-0.111114,-0.087956,3.0,0.532749,2.780549,2.776181
1.1,0.360479,-0.13258,-0.115567,-0.088685,3.0,0.524706,2.78808,2.781114
1.15,0.352255,-0.195912,-0.120047,-0.089424,3.0,0.518913,2.800213,2.789338
1.2,0.341012,-0.252935,-0.124556,-0.090166,3.0,0.515364,2.816181,2.800581
1.25,0.327105,-0.302069,-0.12909,-0.090769,3.0,0.513992,2.835047,2.814488
