time_s,q1_rad,q1_dot_rads,q2_rad,q2_dot_rads,tau1_Nm,tau2_Nm,goal_dist,q1_err_rad
0.0,0.0,0.0,0.0,0.0,2.508296,0.834989,3.141593,3.141593
0.05,0.004157,0.164915,-0.004139,-0.162826,2.375611,0.924217,3.145986,3.137435
0.1,0.01469,0.253377,-0.012244,-0.1557,2.314571,0.867136,3.141037,3.126903
0.15,0.029421,0.332213,-0.019924,-0.145356,2.267352,0.809357,3.13329,3.112172
0.2,0.047856,0.401003,-0.027105,-0.135396,2.236084,0.755392,3.122672,3.093737
0.25,0.069458,0.458476,-0.033818,-0.126333,2.220317,0.706237,3.108909,3.072135
0.3,0.093629,0.503437,-0.040103,-0.118046,2.219894,0.662175,3.091775,3.047963
0.35,0.119724,0.535184,-0.045998,-0.110704,2.234564,0.62394,3.071234,3.021868
0.4,0.14707,0.553351,-0.05155,-0.104312,2.263535,0.591886,3.047442,2.994523
0.45,0.174985,0.557961,-0.056802,-0.098882,2.3056,0.56619,3.020775,2.966607
0.5,0.202799,0.5494,-0.061801,-0.094405,2.359205,0.546821,2.991835,2.938794
0.55,0.229868,0.528381,-0.066591,-0.090846,2.422521,0.533541,2.961421,2.911724
0.6,0.255593,0.495915,-0.071215,-0.088153,2.493523,0.525924,2.930489,2.886
0.65,0.27943,0.453255,-0.075714,-0.086258,2.570075,0.523385,2.900101,2.862162
0.7,0.300906,0.401856,-0.080123,-0.085077,2.650011,0.525216,2.871349,2.840687
0.75,0.319622,0.343322,-0.084477,-0.084516,2.731207,0.530632,2.845289,2.821971
0.8,0.335262,0.279356,-0.088804,-0.084476,2.811651,0.538807,2.822862,2.80633
0.85,0.347601,0.211717,-0.093127,-0.084852,2.889482,0.548918,2.804833,2.793992
0.9,0.356496,0.142173,-0.097465,-0.085538,2.963028,0.560172,2.791736,2.785096
0.95,0.361899,0.072469,-0.101831,-0.086429,3.0,0.559764,2.783845,2.779694
1.0,0.363808,0.002965,-0.106229,-0.087191,3.0,0.547137,2.781184,2.777784
